,book_id,book_authors,book_title,language_code,genres,image_url,rating,book_rating_count,book_review_count,Price,book_desc
1047,4078,alyson noel,echo,eng,fantasy,https://images.gr-assets.com/books/1343881311l/12439057.jpg,4,6180,472,25,"She inherited a magical destiny—and a mission to stop a powerful family of dark sorcerers. She never expected to fall in love with one of them.There's still so much Daire Santos has to learn about being the last Soul Seeker….and about herself. As her magical training becomes more intense, so does her relationship with Dace. But when she learns that his connection to the evil Richter family goes far deeper than she ever imagined, she begins to question if love really can conquer all.Dace is painfully aware that he wouldn't exist if it wasn't for the Richters' dark magic—and now his brother Cade is determined to use his love for Daire against him. Dace is willing to sacrifice anything to protect the girl he loves —including his own life. But will Daire allow it? And what if defeating Cade costs not only his life, but his soul too?"
1048,4081,julia quinn,the viscount who loved me,en-us,romance,https://images.gr-assets.com/books/1379594308l/861326.jpg,4,42689,1832,23,"1814 promises to be another eventful season, but not, this author believes, for Anthony Bridgerton, London's most elusive bachelor, who has shown no indication that he plans to marry.And in truth, why should he? When it comes to playing the consummate rake, nobody does it better...—Lady Whistledown's Society Papers, April 1814But this time, the gossip columnists have it wrong. Anthony Bridgerton hasn't just decided to marry—he's even chosen a wife! The only obstacle is his intended's older sister, Kate Sheffield—the most meddlesome woman ever to grace a London ballroom. The spirited schemer is driving Anthony mad with her determination to stop the betrothal, but when he closes his eyes at night, Kate is the woman haunting his increasingly erotic dreams...Contrary to popular belief, Kate is quite sure that reformed rakes do not make the best husbands—and Anthony Bridgerton is the most wicked rogue of them all. Kate is determined to protect her sister—but she fears her own heart is vulnerable. And when Anthony's lips touch hers, she's suddenly afraid she might not be able to resist the reprehensible rake herself..."
1049,4085,linda masemore pirrung,i will wait for you: eternal bliss,en-us,romance,https://images.gr-assets.com/books/1349041271l/6992777.jpg,2.5,102,24,33,"Sidney Scofield and Alexandra Deveaux spent the first thirty years of their lives not feeling the necessity of being someone's ""other half."" That changed dramatically the moment they met-""they knew""! From Colorado to Maryland to Ireland-the magic prevailed. Not even death could stop them from being together. She waited for him.He waited for her. """"Matt and Misha would be sad when they arrived but if only they knew the beauty of it."""""
1050,4090,sarah waters,affinity,en-us,historical,https://images.gr-assets.com/books/1328087803l/72929.jpg,5,18928,1322,41,"An upper-class woman recovering from a suicide attempt, Margaret Prior has begun visiting the women’s ward of Millbank prison, Victorian London’s grimmest jail, as part of her rehabilitative charity work. Amongst Millbank’s murderers and common thieves, Margaret finds herself increasingly fascinated by one apparently innocent inmate, the enigmatic spiritualist Selina Dawes. Selina was imprisoned after a séance she was conducting went horribly awry, leaving an elderly matron dead and a young woman deeply disturbed. Although initially skeptical of Selina’s gifts, Margaret is soon drawn into a twilight world of ghosts and shadows, unruly spirits and unseemly passions, until she is at last driven to concoct a desperate plot to secure Selina’s freedom, and her own."
1051,4095,margaret peterson haddix,into the gauntlet,eng,mystery,https://images.gr-assets.com/books/1357211070l/7182899.jpg,3,57342,879,15,"The explosive finale to the #1 bestselling series! Fourteen-year-old Amy Cahill and her younger brother, Dan, have had enough. Not only do they have to find the 39 Clues first, they're expected to reunite their backstabbing family - the same people who killed their parents. But Amy and Dan haven't survived explosions and assassination attempts for nothing. They have a plan to finish the Clue hutn on their own terms. Too bad there's a final, fatal secret the Madrigals haven't told them. A secret that could cost Amy and Dan - and the world - everything . . ."
1052,4103,james patterson,when the wind blows,eng,mystery,https://images.gr-assets.com/books/1388179407l/13162.jpg,5,43556,1465,42,"Frannie O'Neill is a caring young veterinarian living in the Colorado Rockies, trying to erase the memory of her beloved husband's mysterious murder. It is not long before another neighbor suddenly dies, and FBI agent Kit Harrison arrives at Frannie's doorstep. Kit is hell-bent on solving the heinous case despite resounding protests from the FBI and the thrashing of his own internal demons.Kit secretly pursues the investigation, yet witnesses keep turning up dead. Then Frannie stumbles upon an astonishing discovery in the nearby woods, and their lives are altered in ways they could never have imagined. Simply knowing the secret of Max -- the terrified 11-year-old girl with an amazing gift -- could mean death.As more and more diabolical details are unearthed, the murderer's bloody trail ultimately leads the trio to an underground lab network, known as ""the School."" Here scientists conduct shockingly incomprehensible experiments involving children and genetic alteration."
1053,4106,john corey whaley,where things come back,eng,young adult,https://images.gr-assets.com/books/1330581469l/8563789.jpg,4,18796,2960,24,"Just when seventeen-year-old Cullen Witter thinks he understands everything about his small and painfully dull Arkansas town, it all disappears. . . . In the summer before Cullen's senior year, a nominally-depressed birdwatcher named John Barling thinks he spots a species of woodpecker thought to be extinct since the 1940s in Lily, Arkansas. His rediscovery of the so-called Lazarus Woodpecker sparks a flurry of press and woodpecker-mania. Soon all the kids are getting woodpecker haircuts and everyone's eating ""Lazarus burgers."" But as absurd as the town's carnival atmosphere has become, nothing is more startling than the realization that Cullen’s sensitive, gifted fifteen-year-old brother Gabriel has suddenly and inexplicably disappeared. While Cullen navigates his way through a summer of finding and losing love, holding his fragile family together, and muddling his way into adulthood, a young missionary in Africa, who has lost his faith, is searching for any semblance of meaning wherever he can find it. As distant as the two stories seem at the start, they are thoughtfully woven ever closer together and through masterful plotting, brought face to face in a surprising and harrowing climax. Complex but truly extraordinary, tinged with melancholy and regret, comedy and absurdity, this novel finds wonder in the ordinary and emerges as ultimately hopeful. It's about a lot more than what Cullen calls, “that damn bird.” It’s about the dream of second chances."
1054,4112,nora roberts,vision in white,eng,romance,https://images.gr-assets.com/books/1509938141l/5598113.jpg,5,115892,3781,40,"Nora Roberts cordially invites you to meet childhood friends Parker, Emma, Laurel, and Mac—the founders of Vows, one of Connecticut's premier wedding planning companies.After years of throwing make-believe weddings in the backyard, flowers, photography, desserts, and details are what these women do best: a guaranteed perfect, beautiful day full of memories to last the rest of your life.With bridal magazine covers to her credit, Mackensie ""Mac"" Elliot is most at home behind the camera—ready to capture the happy moments she never experienced while growing up. Her father replaced his first family with a second, and now her mother, moving on to yet another man, begs Mac for attention and money. Mac's foundation is jostled again moments before an important wedding planning meeting when she bumps into the bride-to-be's brother...an encounter that has them both seeing stars.Carter Maguire is definitely not her type: he's stable, and he's safe. He's even an English teacher at their high school alma mater. There's something about him that makes Mac think a casual fling is just what she needs to take her mind off dealing with bridezillas and screening her mother's phone calls. But a casual fling can turn into something more when you least expect it. And with the help of her three best friends—and business partners—Mac must learn how to maker her own happy memories."
1055,4118,daniel pinkwater,lizard music,eng,fantasy,https://images.gr-assets.com/books/1388468183l/63321.jpg,3,1667,195,51,"When left to take care of himself, a young boy becomes involved with a community of intelligent lizards who tell him of a little known invasion from outer space."
1056,4119,joyce meyer,battlefield of the mind: winning the battle in your mind,eng,christian,https://images.gr-assets.com/books/1442547598l/13360.jpg,4,49986,1096,54,"In celebration of selling 3 million copies, FaithWords published a special updated edition of BATTLEFIELD OF THE MIND. Worry, doubt, confusion, depression, anger and feelings of condemnation: all these are attacks on the mind. If readers suffer from negative thoughts, they can take heart! Joyce Meyer has helped millions win these all-important battles. In her most popular bestseller ever, the beloved author and minister shows readers how to change their lives by changing their minds. She teaches how to deal with thousands of thoughts that people think every day and how to focus the mind the way God thinks. And she shares the trials, tragedies, and ultimate victories from her own marriage, family, and ministry that led her to wondrous, life-transforming truth--and reveals her thoughts and feelings every step of the way.This special updated edition includes an additional introduction and updated content throughout the book."
1057,4124,t. coraghessan boyle|james r. kincaid,water music,eng,fiction,https://images.gr-assets.com/books/1519783443l/24726.jpg,5,3576,247,66,"Alternate Cover Edition can be found here and here.T.C. Boyle's riotous first novel, now in a new edition for its 25th anniversary  Twenty five years ago, T.C. Boyle published his first novel, Water Music, a funny, bawdy, extremely entertaining novel of imaginative and stylistic fancy that announced to the world Boyle's tremendous gifts as a storyteller. Set in the late eighteenth century, Water Music follows the wild adventures of Ned Rise, thief and whoremaster, and Mungo Park, a Scottish explorer, through London's seamy gutters and Scotland's scenic highlands to their grand meeting in the heart of darkest Africa. There they join forces and wend their hilarious way to the source of the Niger."
1058,4139,robertson davies,the deptford trilogy: fifth business/the manticore/world of wonders,eng,fiction,https://images.gr-assets.com/books/1327968603l/74403.jpg,4.33,7182,348,30,"Who killed Boy Staunton?Around this central mystery is woven a glittering, fantastical, cunningly contrived trilogy of novels. Luring the reader down labyrinthine tunnels of myth, history, and magic, The Deptford Trilogy provides an exhilarating antidote to a world from where ""the fear and dread and splendour of wonder have been banished."""
1059,4149,jodi picoult,keeping faith,eng,fiction,https://images.gr-assets.com/books/1407111555l/10913.jpg,3.5,73111,3573,17,"“A triumph. This novel’s haunting strength will hold the reader until the very end and make Faith and her story impossible to forget.” —Richmond Times Dispatch“Extraordinary.” —Orlando SentinelFrom the #1 New York Times bestselling author Jodi Picoult (Nineteen Minutes, Change of Heart, Handle with Care) comes Keeping Faith: an “addictively readable” (Entertainment Weekly) novel that “makes you wonder about God. And that is a rare moment, indeed, in modern fiction” (USA Today)."
1060,4160,william gibson,count zero,en-us,science fiction,https://images.gr-assets.com/books/1390358225l/22200.jpg,3,39216,925,28,"A corporate mercenary wakes in a reconstructed body, a beautiful woman by his side. Then Hosaka Corporation reactivates him, for a mission more dangerous than the one he’s recovering from: to get a defecting chief of R&D—and the biochip he’s perfected—out intact. But this proves to be of supreme interest to certain other parties—some of whom aren’t remotely human..."
1061,4194,saira viola,"slide, a modern satire on the excess of greed",eng,contemporary,https://images.gr-assets.com/books/1348263431l/7117109.jpg,5,48,21,38,"During the postmodern boom of Blair s Britain, two well-meaning drug dealers on the verge of becoming respectable businessmen become embroiled in a surreal gangster heist. Tony, a West London drug dealer, attempts to start a legitimate business around a new age herbal pill that provides natural highs. In order to secure the cash for their start up venture, he strikes a deal with a kooky English aristocrat. Their plans go askew, however, when Richard, their lawyer and long term friend, involves them in his own shady dealings. Richard acquires an international bearer bond worth $100 million which belongs to Poncho Khan, a notorious Indian Crime boss. In a time when mass consumerism and licentious hedonism are the dominant features of London society, the three men attempt to outsmart the drug king before they fall victim to their own depravity. """
1062,4197,bernadette azizi,undying,eng,magical realism,https://images.gr-assets.com/books/1343012352l/13638968.jpg,4,46,6,16,"Breaking all the rules of life, love and death.Prepare yourself to be engulfed in two worlds.One within Catherine’s dreams, the other the life she is living. Catherine will be left to navigate her way through an eerie sequence of events that threaten her both emotionally and physically in pursuit of the mystery that surrounds her love for James.Can she figure it out before it’s too late?Or will history repeat itself…"
1063,4215,daniel m. harrison,the millennial reincarnations,eng,novels,https://images.gr-assets.com/books/1440719431l/26177993.jpg,5,37,18,24,"In this debut work of pure fiction, international Number 1 bestselling author portrays the modern millennial psyche like no other author has before now: as the reincarnated technology that drives our spiritual goals, needs, wants, aspirations and desires. In The Millennial Reincarnations, Harrison returns to the big picture issues of wealth and poverty, life and death, money and war, with more powerful prose and creative concepts than ever before. The author packs every one of the 11 chapters with a moving and thrilling series of events and a twist right at the very end like no other. This is an incredible, eye-opening, and moving read - especially for millennials confused about their roles in the world right now. Already being talked about in literary circles as a potential candidate for the Great Millennial Novel, The Millennial Reincarnations will haunt you long after you have turned the last page."
1064,4220,friedrich nietzsche|r.j. hollingdale,"human, all too human",eng,philosophy,https://images.gr-assets.com/books/1416774903l/451565.jpg,5,8456,221,43,"This volume presents Nietzsche's remarkable collection of almost 1400 aphorisms in R. J. Hollingdale's distinguished translation, together with a new historical introduction by Richard Schacht. Subtitled ""A Book for Free Spirits,"" Human, All Too Human marked for Nietzsche a new ""positivism"" and skepticism with which he challenged his previous metaphysical and psychological assumptions. Nearly all the themes of his later work are displayed here with characteristic perceptiveness and honesty--not to say suspicion and irony--in language of great brio. It remains one of the fundamental works for an understanding of his thought."
1065,4238,joe dunthorne,submarine,eng,fiction,https://images.gr-assets.com/books/1320547560l/2473454.jpg,4,8007,595,71,"The dryly precocious, soon-to-be-fifteen-year-old hero of this engagingly offbeat debut novel, Oliver Tate lives in the seaside town of Swansea, Wales. At once a self-styled social scientist, a spy in the baffling adult world surrounding him, and a budding, hormone-driven emotional explorer, Oliver is stealthily (and perhaps a bit more nervously than he’d ever admit) nosing his way forward through the murky and uniquely perilous waters of adolescence. His objectives? Uncovering the secrets behind his parents’ teetering marriage, unraveling the mystery that is his alluring and equally quirky classmate Jordana Bevan, and understanding where he fits in among the pansexuals, Zoroastrians, and other mystifying, fascinating beings in his orbit.“It’s in my interests to know about my parents’ mental problems,” he reasons. Thus, when he discovers that his affable dad is quietly struggling with depression, Oliver marshals all the daytime-TV pop-psychology wisdom at his command–not to mention his formidable, uninhibited powers of imagination–in order to put things right again. But a covert expedition into the mysterious territory of middle-aged malaise is bound to be tricky business for a teenager with more to learn about the agonies and ecstasies of life than a pocket thesaurus and his “worldly” school chum Chips can teach him. Ready or not, however, Oliver is about to get a crash course. His awkwardly torrid and tender relationship with Jordana is hurtling at the speed of teenage passion toward the inevitable magic moment . . . and whatever lies beyond. And his boy-detective exploits have set him on a collision course with the New Age old flame who’s resurfaced in his mother’s life to lead her into temptation with lessons in surfing, self-defense . . . and maybe seduction. Struggling to buoy his parents’ wedded bliss, deep-six his own virginity, and sound the depths of heartache, happiness, and the business of being human, what’s a lad to do? Poised precariously on the cusp of innocence and experience, yesterday’s daydreams and tomorrow’s decisions, Oliver Tate aims to damn the torpedoes and take the plunge."
1066,4240,octavia e. butler,wild seed,eng,science fiction,https://images.gr-assets.com/books/1388462753l/52318.jpg,5,13286,1252,40,"Doro is an entity who changes bodies like clothes, killing his hosts by reflex or design. He fears no one until he meets Anyanwu. Anyanwu is a shapeshifter who can absorb bullets and heal with a kiss and savage anyone who threatens her. She fears no one until she meets Doro. Together they weave a pattern of destiny (from Africa to the New World) unimaginable to mortals."
1067,4251,lloyd alexander,the black cauldron,eng,fantasy,https://images.gr-assets.com/books/1405377996l/24784.jpg,3,53541,1328,29,"Taran, the Assistant Pig-Keeper, and his friends are led into a mortal struggle with Arawn and his deathless warriors. Taran must wrest the black cauldron from them, for it is the cauldron that gives them their evil strength. But can he withstand the three enchantresses, who are determined to turn him and his companions into toads? Taran has not foreseen the awful price he will have to pay in his defence of Prydain..."
1068,4258,michelle cohen corasanti,the almond tree,eng,historical,https://images.gr-assets.com/books/1386857644l/14929224.jpg,5,4800,2053,32,"This is an alternate-cover edition for ASIN B008XM0AZM.Gifted with a brilliant mind that has made a deep impression on the elders of his Palestinian village, Ahmed Hamid is nevertheless tormented by his inability to save his friends and family. Living under occupation, the inhabitants of the village harbour a constant fear of losing their homes, jobs, belongings – and each other. On Ahmed’s twelfth birthday, that fear becomes a reality. With his father now imprisoned, his family’s home and possessions confiscated and his siblings quickly succumbing to hatred in the face of conflict, Ahmed embarks on a journey to liberate his loved ones from their hardship, using his prodigious intellect. In so doing, he begins to reclaim a love for others that had been lost over the course of a childhood rife with violence, and discovers new hope for the future."
1069,4260,maria semple,"where'd you go, bernadette",en-us,fiction,https://images.gr-assets.com/books/1338822317l/13526165.jpg,1,312259,32154,23,"A compulsively readable and touching novel about misplaced genius and a mother and daughter's role in an absurd world.Bernadette Fox is notorious. To her Microsoft-guru husband, she's a fearlessly opinionated partner; to fellow private-school mothers in Seattle, she's a disgrace; to design mavens, she's a revolutionary architect, and to 15-year-old Bee, she is a best friend and, simply, Mom. Then Bernadette disappears. It began when Bee aced her report card and claimed her promised reward: a family trip to Antarctica. But Bernadette's intensifying allergy to Seattle - and people in general - has made her so agoraphobic that a virtual assistant in India now runs her most basic errands. A trip to the end of the earth is problematic. To find her mother, Bee compiles email messages, official documents, secret correspondence - creating a compulsively readable and touching novel about misplaced genius and a mother and daughter's role in an absurd world."
1070,4270,jean anouilh|lewis galantière|ahmad parhizi,antigone,en-us,plays,https://images.gr-assets.com/books/1174001536l/352383.jpg,3,14320,353,59,"Antigone was originally produced in Paris in 1942, when France was an occupied nation and part of Hitler's Europe. The play depicts an authoritarian regime and the play's central character, the young Antigone, mirrored the predicament of the French people in the grips of tyranny. One of the masterpieces of the modern French stage."
1071,4275,christopher  shields,the changeling,eng,fantasy,https://images.gr-assets.com/books/1353478530l/16162553.jpg,5,311,26,45,"“There’s Darkness in the Wilds”It has been only one year since sixteen-year-old Maggie O'Shea moved to the Ozark Mountains and was declared Steward of the Weald, the most sacred realm of the Fae, mythical beings with both enormous and sinister powers, who often take the form of humans. Her life has been in extreme peril before, but never more so than now. Her younger brother, Mitch, has been kidnapped by a rogue band of Fae and the demand is simple: leave the Weald and her new life behind or else her brother dies. Now Maggie's on a breakneck race to save her brother, her family and friends, and perhaps all of humankind from a threat more insidious than anyone can imagine.The Weald Fae Journals continue..."
1072,4284,o.l. ramos,awakening,eng,romance,https://images.gr-assets.com/books/1366531258l/17833728.jpg,2,385,71,35,"Elizabeth is a brilliant loner with a troubling secret she doesn't even know. As if the trauma of her mother being abducted before her eyes as a young girl wasn't enough, the small town she lives in thinks she’s crazy. That all changed when she met Michael, a mysterious and handsome man who identified with her like no one else before.Michael’s long time friend Vincent visits and drops the bombshell of a lifetime on Elizabeth and her world becomes completely unraveled. Vincent’s information has revealed the world for what it is; a place where the impossible is real, and myths and legends walk slyly in shadow. A world that Elizabeth will learn she too is a member.Now, the three are caught up in a thousand year long conspiracy they never could have imagined. The three must rely on one another and the secret connection they all share if they have a chance to survive."
1073,4287,lynn raven,der kuss des kjer,eng,fantasy,https://images.gr-assets.com/books/1387050983l/7683299.jpg,5,1399,79,66,"Mit einem Trick bringt Mordan, der erste Heerführer der kriegerischen Kjer, die junge Heilerin Lijanas vom Volk der Nivard in seine Gewalt. Im Auftrag seines Königs Haffren will er die Heilerin und ein zauberkräftiges Elixier, die »Tränen der weißen Schlange«, an den Hof bringen. Lijanas aber hat nur einen Gedanken: Flucht! Doch je näher sie den als »Blutwolf« verschrienen Mordan kennenlernt, desto stärker fühlt sie sich zu ihm hingezogen. Und er sich ebenso zu ihr. Er setzt alles dran, sie sicher an den Hof seines Königs zu bringen. Dort erwartet sie jedoch eine tödliche Überraschung …"
1074,4298,avery aster,unscrupulous,eng,romance,https://images.gr-assets.com/books/1374172881l/18214458.jpg,3.5,1846,751,79,"At thirty-three Warner Truman is one of the richest men on the planet, a spa mogul who buys and sells resorts at will. He holds powerful executive’s careers in his well-groomed hands. Nothing is beyond Warner’s reach…until he meets her.Stunning, tantalizing, and perverse, Taddy Brill captivates Warner’s carnal desire like no woman he’s ever met. A self-made millionaire, Taddy is tougher than steel, more brilliant than diamonds and, at twenty-seven, she’s never depended on a man for anything…until she meets him.The more Taddy plays with Warner’s affections, driving him to erotic heights, the more she is confronted by a dark past. But before she can love him, Taddy must meet her worst fears head-on or risk losing it all, including herself.A Romantica® contemporary erotic romance from Ellora's Cave"
1075,4301,shannon messenger,lodestar,en-us,fantasy,https://images.gr-assets.com/books/1456938808l/27272698.jpg,5,4766,516,33,"Dark schemes unfold--and Sophie's loyalty is pushed to the limit--in this thrilling fifth book in the best-selling KEEPER OF THE LOST CITIES SERIES. Sophie Foster is back in the Lost Cities--but the Lost Cities have changed. The threat of war hangs heavy over her glittering world, and the Neverseen are wreaking havoc. The lines between friend and enemy have blurred, and Sophie is unsure whom to trust. But when she's warned that the people she loves most will be the next victims, she knows she has to act. A mysterious symbol could be the key--if only she knew how to translate it. Every new clue seems to lead deeper into her world's underbelly and the Black Swan aren't the only ones who have plans. The Neverseen have their own Initiative, and if Sophie doesn't stop it, they might finally have the ultimate means to control her."
1076,4315,meša selimović|edward dennis goy|jasna levinger-goy,the fortress,eng,classics,https://images.gr-assets.com/books/1538881050l/1679497.jpg,5,2936,75,70,"A novel on 18th century Sarajevo under Ottoman rule, featuring a soldier returned from the wars. A Muslim, he marries a Christian girl who supports him while he dabbles in politics, eventually leading a raid to rescue a friend from jail."
1077,4317,n.k. jemisin,the hundred thousand kingdoms,eng,fantasy,https://images.gr-assets.com/books/1303143211l/6437061.jpg,4,38843,4253,78,"Yeine Darr is an outcast from the barbarian north. But when her mother dies under mysterious circumstances, she is summoned to the majestic city of Sky. There, to her shock, Yeine is named an heiress to the king. But the throne of the Hundred Thousand Kingdoms is not easily won, and Yeine is thrust into a vicious power struggle."
1078,4330,مصطفى محمود,آينشتين والنسبية,en-us,science,https://images.gr-assets.com/books/1229961029l/3660304.jpg,5,7219,824,30,يحاول دكتور مصطفى محمود - رحمه الله - بأسلوبه المعروف بالسهولة والمنطقية الشديدة في فهم النظرية النسبية لأينشتين بحيث تناسب فهم وإدراك عامة الناس .. في اعتراض شديد منه على قصر المعلومات على عدد قليل من العلماء بحجة التعمق والتخصص .. ما قد يؤدي إلى عزلة العلم .. مؤيدا في كتابه ما دعا إليه أينشتين نفسه إلى نشر العلم بين الناس .. فقد كان أينشتين يكره الكهانة العلمية والتلفع بالغموض .. والادعاء .. والتعاظم .. وكان يقول إن الحقيقة بسيطةوقد نجح أديب الفلاسفة إلى حد كبير في شرحها كالعادة من خلال هذا الكتاب
1079,4336,karen armstrong,"a history of god: the 4,000-year quest of judaism, christianity, and islam",eng,religion,https://images.gr-assets.com/books/1386924363l/3873.jpg,4.25,38917,1285,51,"Over 700,000 copies of the original hardcover and paperback editions of this stunningly popular book have been sold. Karen Armstrong's superbly readable exploration of how the three dominant monotheistic religions of the world - Judaism, Christianity, and Islam - have shaped and altered the conception of God is a tour de force. One of Britain's foremost commentators on religious affairs, Armstrong traces the history of how men and women have perceived and experienced God, from the time of Abraham to the present. From classical philosophy and medieval mysticism to the Reformation, the Enlightenment, and the modern age of skepticism, Armstrong performs the near miracle of distilling the intellectual history of monotheism into one compelling volume."
1080,4361,gary paulsen,the transall saga,en-us,science fiction,https://images.gr-assets.com/books/1334766094l/121807.jpg,4,4066,340,56,"Mark's solo camping trip in the desert turns into a terrifying and thrilling odyssey when a mysterious beam of light transports him to another time on what appears to be another planet. As Mark searches for a pathway back to his own time on Earth, he must make a new life in a new world. His encounters with primitive tribes bring the joy of human bonds, but violence and war as well—and, finally, a contest in which he discovers his own startling powers."
1081,4363,connor franta,a work in progress,eng,nonfiction,https://images.gr-assets.com/books/1426466460l/22886113.jpg,4,16734,1939,18,"In this intimate memoir of life beyond the camera, Connor Franta shares the lessons he has learned on his journey from small-town boy to Internet sensation so far.Here, Connor offers a look at his Midwestern upbringing as one of four children in the home and one of five in the classroom; his struggles with identity, body image, and sexuality in his teen years; and his decision to finally pursue his creative and artistic passions in his early twenties, setting up his thrilling career as a YouTube personality, philanthropist, entrepreneur, and tastemaker.Exploring his past with insight and humor, his present with humility, and his future with hope, Connor reveals his private struggles while providing heartfelt words of wisdom for young adults. His words will resonate with anyone coming of age in the digital era, but at the core is a timeless message for people of all ages: don't be afraid to be yourself and to go after what you truly want.This full-color collection includes photography and childhood clippings provided by Connor and is a must-have for anyone inspired by his journey."
1082,4369,kelli mccracken,what the heart wants,eng,romance,https://images.gr-assets.com/books/1484022497l/13119818.jpg,2.67,2525,275,26,"A recurrent dream. A fated encounter. A destiny neither can deny.Heaven Lewis needs a break—from college, from relationships, from her life. After arriving in L.A., her vacation plans are thwarted by chaos. Encountering a celebrity wasn't on her to-do list. Neither is dating him. But the more time they spend together, the more his soul speaks to hers.Dylan McBride is desperate to find the girl haunting his dreams. When he meets Heaven, her presence calls to his soul, awakening a desire so primal, he struggles to control it. A simple glance, a tender touch, even the sound of her voice electrifies his body. As much as he craves her, there’s more than lust drawing them together. Dylan can sense Heaven’s emotions.As the mysterious connection between them deepens, Dylan uncovers a secret that proves his and Heaven’s destinies intertwine. Yet telling her the truth won’t be easy. Outside influences threaten to keep them apart, and a horrific encounter puts Heaven in danger. Dylan must find the courage to tell her the truth or risk losing the woman whose fate is linked to his.What the Heart Wants is the first installment in the Soulmate Series. If you like captivating romances with suspense, soulmates, and supernatural twists, you’ll love Kelli McCracken’s compelling take on love, fate, and destiny.Buy this mesmerizing romance today!"
1083,4383,melissa de la cruz,misguided angel,eng,paranormal,https://images.gr-assets.com/books/1322343431l/7747263.jpg,3,36569,1259,79,"After inheriting the dark Van Alen Legacy, Schuyler fled to Florence with her forbidden love, Jack. Now the two of them must embark on the mission Schuyler was destined to complete: to find and protect the five remaining gates that guard the earth from Lucifer, lord of the Silver Bloods.Back in New York, Mimi has been elected Regent of a crumbling coven. Struggling with her heartache over the loss of Kingsley and with her overwhelming desire to destroy Jack, she must focus all of her energy on a perilous new threat. Vampires are being abducted and their captors are planning to burn them alive online...for all the world to see. Help arrives in the form of Deming Chen, a Venator from Shanghai, who must untangle the web of deceptions before the killers strike again.As the young vampires struggle for the survival of the coven, they uncover a deadly secret, a truth first discovered by Schuyler’s mother during the Renaissance but kept buried for centuries. And as the Blue Blood enclave weakens yet further, fate leads Schuyler to a terrible choice that will ultimately map the destiny of her heart."
1084,4399,barbara kingsolver,the lacuna,en-us,fiction,https://images.gr-assets.com/books/1355810301l/6433752.jpg,2,53092,7363,80,"In her most accomplished novel, Barbara Kingsolver takes us on an epic journey from the Mexico City of artists Diego Rivera and Frida Kahlo to the America of Pearl Harbor, FDR, and J. Edgar Hoover. The Lacuna is a poignant story of a man pulled between two nations as they invent their modern identities. Born in the United States, reared in a series of provisional households in Mexico—from a coastal island jungle to 1930s Mexico City—Harrison Shepherd finds precarious shelter but no sense of home on his thrilling odyssey. Life is whatever he learns from housekeepers who put him to work in the kitchen, errands he runs in the streets, and one fateful day, by mixing plaster for famed Mexican muralist Diego Rivera. He discovers a passion for Aztec history and meets the exotic, imperious artist Frida Kahlo, who will become his lifelong friend. When he goes to work for Lev Trotsky, an exiled political leader fighting for his life, Shepherd inadvertently casts his lot with art and revolution, newspaper headlines and howling gossip, and a risk of terrible violence. Meanwhile, to the north, the United States will soon be caught up in the internationalist goodwill of World War II. There in the land of his birth, Shepherd believes he might remake himself in America's hopeful image and claim a voice of his own. He finds support from an unlikely kindred soul, his stenographer, Mrs. Brown, who will be far more valuable to her employer than he could ever know. Through darkening years, political winds continue to toss him between north and south in a plot that turns many times on the unspeakable breach—the lacuna—between truth and public presumption. With deeply compelling characters, a vivid sense of place, and a clear grasp of how history and public opinion can shape a life, Barbara Kingsolver has created an unforgettable portrait of the artist—and of art itself. The Lacuna is a rich and daring work of literature, establishing its author as one of the most provocative and important of her time."
1085,4418,laini taylor,strange the dreamer,eng,fantasy,https://images.gr-assets.com/books/1519915549l/28449207.jpg,4,39048,8904,50,"The dream chooses the dreamer, not the other way around—and Lazlo Strange, war orphan and junior librarian, has always feared that his dream chose poorly. Since he was five years old he’s been obsessed with the mythic lost city of Weep, but it would take someone bolder than he to cross half the world in search of it. Then a stunning opportunity presents itself, in the person of a hero called the Godslayer and a band of legendary warriors, and he has to seize his chance or lose his dream forever.What happened in Weep two hundred years ago to cut it off from the rest of the world? What exactly did the Godslayer slay that went by the name of god? And what is the mysterious problem he now seeks help in solving?The answers await in Weep, but so do more mysteries—including the blue-skinned goddess who appears in Lazlo’s dreams. How did he dream her before he knew she existed? And if all the gods are dead, why does she seem so real?Welcome to Weep."
1086,4431,väinö linna,the unknown soldier,en-us,classics,https://images.gr-assets.com/books/1359743681l/422728.jpg,3,3549,115,74,"The Unknown Soldier is a story about the Continuation War between Finland and Soviet Union, told from the viewpoint of ordinary Finnish soldiers. Gritty and realistic, it was partly intended to shatter the myth of the noble, obedient Finnish soldier, and in that it succeeded admirably."
1087,4440,erick setiawan,of bees and mist,eng,fiction,https://images.gr-assets.com/books/1260978142l/6240758.jpg,4,6516,1053,80,"Of Bees and Mist is an engrossing fable that chronicles three generations of women under one family tree and places them in a mythical town where spirits and spells, witchcraft and demons, and prophets and clairvoyance are an everyday reality.Meridia grows up in a lonely home until she falls in love with Daniel at age sixteen. Soon, they marry, and Meridia can finally escape to live with her charming husband’s family—unaware that they harbor dark mysteries of their own. As Meridia struggles to embrace her life as a young bride, she discovers long-kept secrets about her own past as well as shocking truths about her new family that push her love, courage, and sanity to the brink.Erick Setiawan’s astonishing debut is a richly atmospheric and tumultuous ride of hope and heartbreak that is altogether touching, truthful, and memorable."
